apl,LSDP|2016_LRS,LSDP|2019_EP,LSDP|2020_LRS,LSDP|2024_EP,LSDP|2024_LRS,LSDP|summary,TS-LKD|2016_LRS,TS-LKD|2019_EP,TS-LKD|2020_LRS,TS-LKD|2024_EP,TS-LKD|2024_LRS,TS-LKD|summary,LVŽS|2016_LRS,LVŽS|2019_EP,LVŽS|2020_LRS,LVŽS|2024_EP,LVŽS|2024_LRS,LVŽS|summary,LRP|2016_LRS,LRP|2019_EP,LRP|2020_LRS,LRP|2024_EP,LRP|2024_LRS,LRP|summary,LS|2016_LRS,LS|2019_EP,LS|2020_LRS,LS|2024_EP,LS|2024_LRS,LS|summary,DSVL|2016_LRS,DSVL|2019_EP,DSVL|2020_LRS,DSVL|2024_EP,DSVL|2024_LRS,DSVL|summary,LP|2016_LRS,LP|2019_EP,LP|2020_LRS,LP|2024_EP,LP|2024_LRS,LP|summary,LT|2016_LRS,LT|2019_EP,LT|2020_LRS,LT|2024_EP,LT|2024_LRS,LT|summary,LLRA-KŠS|2016_LRS,LLRA-KŠS|2019_EP,LLRA-KŠS|2020_LRS,LLRA-KŠS|2024_EP,LLRA-KŠS|2024_LRS,LLRA-KŠS|summary,DP|2016_LRS,DP|2019_EP,DP|2020_LRS,DP|2024_EP,DP|2024_LRS,DP|summary,TTS|2016_LRS,TTS|2019_EP,TTS|2020_LRS,TTS|2024_EP,TTS|2024_LRS,TTS|summary,NS|2016_LRS,NS|2019_EP,NS|2020_LRS,NS|2024_EP,NS|2024_LRS,NS|summary,LŽP|2016_LRS,LŽP|2019_EP,LŽP|2020_LRS,LŽP|2024_EP,LŽP|2024_LRS,LŽP|summary,LLP|2016_LRS,LLP|2019_EP,LLP|2020_LRS,LLP|2024_EP,LLP|2024_LRS,LLP|summary,TK|2016_LRS,TK|2019_EP,TK|2020_LRS,TK|2024_EP,TK|2024_LRS,TK|summary,NA|2016_LRS,NA|2019_EP,NA|2020_LRS,NA|2024_EP,NA|2024_LRS,NA|summary,TURNOUT|2016_LRS,TURNOUT|2019_EP,TURNOUT|2020_LRS,TURNOUT|2024_EP,TURNOUT|2024_LRS,TURNOUT|summary,VOTERS|2016_LRS,VOTERS|2019_EP,VOTERS|2020_LRS,VOTERS|2024_EP,VOTERS|2024_LRS,VOTERS|summary,lrecon|2016_LRS,lrecon|2019_EP,lrecon|2020_LRS,lrecon|2024_EP,lrecon|2024_LRS,lrecon|summary,galtan|2016_LRS,galtan|2019_EP,galtan|2020_LRS,galtan|2024_EP,galtan|2024_LRS,galtan|summary
18:106:šančių,11.82,10.89,5.58,12.55,13.64,11.43,29.36,30.24,37.14,29.64,26.55,29.83,22.47,9.97,13.51,7.45,8.15,10.44,,3.17,2.7,3.07,1.86,2.5,8.76,7.56,8.28,4.96,8.15,7.5,,,,4.38,8.72,7.24,,,10.64,7.74,4.36,6.7,6.55,3.02,1.13,0.29,0.32,1.38,0.51,0.67,0.26,0.44,0.16,0.34,3.59,6.74,6.54,1.02,2.99,3.83,8.55,5.88,2.53,6.42,2.18,4.18,,5.14,2.79,7.15,4.12,4.69,2.79,2.64,2.53,5.4,2.99,3.32,1.7,,0.78,,2.82,2.12,,,,7.59,2.99,4.56,,,,,12.99,12.99,48.06,53.28,50.28,30.23,55.16,48.41,2297.03,2285.11,2347.0,2299.0,2277.0,2296.72,0.1,-0.16,-0.44,-0.36,-0.27,-0.27,-0.09,0.15,-0.07,0.25,0.5,0.24
52:9:ignalinoscentro,15.76,23.92,17.15,19.68,25.36,21.61,15.98,13.2,17.92,14.12,13.42,14.55,41.87,20.51,29.73,23.36,16.28,23.12,,3.1,3.49,4.37,1.3,2.77,5.13,3.75,3.49,4.08,7.13,5.12,,,,5.67,11.48,9.29,,,7.5,6.46,2.92,5.01,5.37,3.54,2.03,1.39,0.39,1.84,1.36,1.84,0.76,1.09,0.52,0.97,5.17,10.45,9.28,1.09,1.88,4.65,5.45,4.07,2.16,5.07,1.04,2.99,,2.13,1.97,5.37,2.92,3.19,1.86,1.48,1.91,4.27,2.46,2.55,0.57,,0.13,,2.27,1.43,,,,2.39,1.88,2.07,,,,,10.64,10.64,53.36,60.05,51.81,34.49,53.54,50.1,3382.62,3245.9,3198.0,3015.0,2968.0,3099.44,-0.1,-0.54,-0.7,-0.66,-0.59,-0.57,-0.04,0.07,0.04,0.38,0.49,0.27
60:4:bibliotekos,30.53,23.43,19.85,33.73,33.26,29.24,17.37,14.23,16.77,16.67,14.79,15.66,19.53,11.97,17.16,10.32,4.78,10.53,,4.12,8.32,4.96,2.45,4.41,8.72,5.25,5.25,2.18,4.56,4.71,,,,5.16,7.34,6.59,,,7.94,6.15,4.45,5.7,5.62,4.18,0.77,1.39,1.11,2.01,0.93,1.88,1.02,0.99,0.11,0.79,4.74,11.96,13.06,1.79,3.89,6.4,6.64,3.86,2.05,3.57,1.89,3.0,,3.76,1.28,3.37,3.56,3.12,1.41,2.57,2.18,3.57,1.11,2.04,1.65,,0.26,,3.45,2.33,,,,4.96,3.89,4.26,,,,,13.24,13.24,55.67,57.91,50.88,30.71,55.71,50.28,2007.0,2067.49,1586.0,1690.0,1655.0,1747.3,-0.06,-0.46,-0.67,-0.73,-0.57,-0.55,-0.26,0.02,-0.15,-0.02,0.33,0.07
60:8:mokyklos,25.06,21.37,20.15,34.72,38.37,30.54,17.42,15.33,18.48,15.85,12.61,15.12,23.74,13.83,18.85,9.43,4.8,11.39,,4.41,7.39,4.91,1.24,3.72,8.07,7.22,3.88,1.89,4.8,4.82,,,,6.04,9.24,8.26,,,9.61,6.04,3.02,5.31,5.65,2.94,0.92,1.51,0.71,1.72,0.85,2.21,0.18,0.38,0.53,0.73,5.65,12.94,11.65,0.38,2.49,5.68,7.2,2.96,2.22,7.55,1.78,3.58,,2.36,1.66,4.15,2.31,2.54,1.84,1.62,1.29,0.75,1.78,1.49,1.13,,0.18,,2.13,1.46,,,,3.77,2.49,2.88,,,,,14.21,14.21,47.15,45.78,42.9,21.93,46.75,41.62,1632.01,1598.87,1324.0,1236.0,1232.0,1344.69,-0.05,-0.38,-0.68,-0.77,-0.67,-0.58,-0.21,0.03,-0.16,0.03,0.29,0.07
30:22:jaunimo,21.76,23.66,15.21,34.03,36.01,28.56,17.72,15.05,23.19,15.97,14.54,16.71,26.45,16.66,23.84,10.08,5.82,13.57,,3.1,4.1,5.25,0.8,2.72,4.11,4.29,5.5,4.83,6.72,5.52,,,,5.88,9.93,8.68,,,6.9,4.62,2.91,4.26,7.73,2.24,2.27,0.42,0.0,1.61,0.1,0.2,0.32,0.63,0.2,0.28,4.84,7.54,7.98,0.84,2.11,4.09,11.73,8.91,2.59,5.25,1.81,4.71,,1.38,1.73,2.31,0.9,1.42,2.68,2.46,0.97,2.1,1.0,1.59,0.45,,0.43,,2.11,1.41,,,,6.51,2.11,3.47,,,,,15.15,15.15,51.97,54.04,45.35,23.67,50.02,45.51,2297.51,2216.85,2181.0,2053.0,2045.0,2123.84,-0.08,-0.48,-0.66,-0.78,-0.61,-0.57,-0.13,-0.04,-0.03,-0.04,0.29,0.08
52:10:ignalinos,13.75,21.67,18.47,21.93,20.59,20.06,18.41,15.98,21.02,15.18,15.02,16.57,41.32,20.34,23.42,20.24,13.31,20.14,,3.55,4.35,3.37,0.62,2.49,6.77,3.95,5.71,4.58,9.13,6.54,,,,6.99,8.98,8.25,,,6.61,5.54,3.25,4.69,3.81,3.72,1.95,2.41,0.62,2.0,1.02,0.99,0.45,0.24,0.15,0.43,5.72,10.19,8.86,0.96,1.7,4.48,5.28,3.53,2.25,5.78,1.08,3.04,,3.07,3.15,4.82,4.64,4.13,1.11,2.96,2.1,4.1,3.56,3.11,0.82,,0.15,,4.02,2.48,,,,3.13,1.7,2.23,,,,,13.31,13.31,53.1,58.94,53.89,34.23,55.2,50.87,1250.97,1177.97,1310.0,1230.0,1221.0,1234.83,-0.07,-0.46,-0.67,-0.66,-0.47,-0.51,-0.03,0.1,-0.05,0.29,0.5,0.25
52:12:kazitiškio,19.64,18.03,20.65,21.35,29.77,23.41,14.75,19.05,18.41,16.67,12.71,15.83,35.77,25.38,26.12,30.73,16.72,24.56,,3.45,3.86,4.17,2.01,3.13,3.63,3.04,0.86,1.04,5.02,3.01,,,,3.65,8.36,6.62,,,3.23,4.17,2.68,3.23,12.06,2.25,1.16,0.52,1.0,2.2,0.72,2.0,0.57,0.52,0.33,0.75,4.62,9.45,14.82,2.6,1.34,5.67,5.08,4.78,4.96,6.25,2.01,4.17,,0.92,1.21,2.08,1.34,1.4,1.51,2.03,2.08,3.65,4.35,3.13,0.97,,0.92,,0.67,0.79,,,,1.56,1.34,1.42,,,,,11.71,11.71,51.12,61.94,45.99,29.29,47.08,46.32,415.82,356.86,447.01,659.0,650.0,542.08,-0.12,-0.45,-0.9,-0.75,-0.66,-0.63,-0.08,0.25,0.11,0.45,0.42,0.3
52:13:kazokinės,7.38,20.48,7.88,20.22,21.86,17.4,9.36,11.17,15.75,9.84,10.04,11.08,66.9,32.26,31.16,31.69,21.86,31.83,,2.77,5.14,2.73,1.08,2.55,3.1,4.26,4.11,4.92,6.09,4.91,,,,3.83,10.75,8.11,,,2.74,3.28,1.08,2.11,4.46,2.51,2.05,1.09,0.0,1.43,0.29,0.92,0.68,0.0,1.08,0.67,5.0,12.17,11.99,0.55,4.3,6.09,1.77,2.18,5.48,11.48,0.0,3.97,,0.7,7.88,7.1,6.45,5.89,1.38,2.78,1.03,2.19,1.43,1.73,0.03,,0.34,,1.43,0.9,,,,1.09,4.3,3.07,,,,,12.54,12.54,54.9,52.39,46.07,30.97,47.17,45.04,694.95,664.71,662.0,607.0,600.0,631.91,-0.21,-0.45,-0.69,-0.77,-0.7,-0.62,0.12,0.2,0.39,0.57,0.69,0.48
52:18:ndaugėliškio,12.96,19.66,25.16,25.99,30.85,25.33,9.8,9.29,12.7,9.21,8.72,9.69,47.12,27.87,29.28,27.63,17.45,26.11,,2.35,4.13,3.62,1.28,2.56,3.24,2.65,1.53,1.97,4.26,2.95,,,,2.96,8.09,6.18,,,3.15,2.3,1.7,2.2,7.08,3.33,1.17,0.99,1.06,2.0,3.53,3.5,3.62,3.95,1.06,2.74,10.44,15.12,12.5,4.61,3.4,7.8,2.31,3.63,1.36,8.88,1.06,3.32,,1.85,1.89,1.97,2.34,2.08,1.39,2.63,1.56,3.95,3.62,2.97,0.57,,0.19,,5.11,3.09,,,,0.99,3.4,2.5,,,,,10.0,10.0,54.71,62.19,49.7,33.33,52.76,49.85,341.28,305.97,447.4,921.0,906.0,679.61,-0.17,-0.46,-0.91,-0.86,-0.75,-0.7,0.03,0.21,0.08,0.38,0.5,0.31
52:20:rimšės,15.44,18.46,15.39,15.05,15.08,15.73,6.52,4.25,9.19,8.06,4.76,6.36,30.85,24.62,24.91,24.73,22.22,24.46,,2.17,2.9,2.69,0.79,1.93,1.06,1.62,0.99,4.84,2.38,2.46,,,,4.84,8.33,6.91,,,3.59,3.76,3.17,3.45,11.74,2.44,8.31,0.0,0.0,2.92,24.99,16.09,19.32,27.96,20.24,21.61,5.28,9.55,7.65,2.69,1.98,4.7,1.28,1.37,1.28,2.15,1.98,1.73,,0.83,0.64,0.0,0.0,0.28,0.55,2.67,2.26,0.54,1.98,1.68,1.47,,0.99,,7.14,4.51,,,,1.61,1.98,1.83,,,,,9.92,9.92,49.67,57.63,45.91,32.94,45.12,44.97,427.73,369.03,365.46,592.0,574.0,494.36,-0.22,-0.78,-0.7,-0.8,-0.74,-0.71,0.04,0.56,0.29,0.74,0.88,0.61
60:2:juodmenos,26.67,23.64,17.85,31.79,33.3,28.11,19.13,14.94,23.84,15.9,13.78,16.62,19.36,10.95,13.68,7.65,5.23,9.41,,3.79,8.55,5.23,1.74,4.08,11.58,8.63,6.65,6.64,7.5,7.78,,,,7.85,8.02,7.97,,,9.21,5.63,3.14,5.14,4.15,3.01,0.76,1.21,0.61,1.46,1.19,1.81,0.38,1.81,0.52,0.98,3.96,11.17,9.97,1.61,2.62,5.27,7.48,5.47,1.8,4.63,1.22,3.16,,2.13,2.18,1.81,2.96,2.45,2.49,1.89,1.8,4.02,2.01,2.33,1.44,,0.38,,2.88,2.01,,,,2.82,2.62,2.68,,,,,14.47,14.47,47.35,49.85,43.91,21.2,49.32,43.67,3171.99,3053.38,2471.0,2368.0,2356.0,2568.61,0.01,-0.42,-0.59,-0.72,-0.56,-0.52,-0.28,-0.06,-0.21,-0.08,0.31,0.04
52:27:vidiškių,9.09,24.38,14.63,27.31,33.15,25.06,14.99,10.57,16.49,8.8,10.96,11.81,41.34,24.66,30.59,21.76,13.42,22.53,,2.06,5.05,5.56,2.19,3.46,5.76,1.2,2.93,5.56,4.93,4.16,,,,6.48,8.22,7.61,,,6.12,3.24,3.29,3.95,10.44,4.5,1.06,2.31,1.1,2.76,0.25,0.07,1.33,0.46,0.55,0.56,9.94,15.75,10.9,4.17,2.47,7.18,3.82,3.63,4.52,5.09,0.82,3.06,,1.16,2.39,4.63,1.1,2.14,1.46,2.72,1.06,2.78,1.64,1.93,1.19,,0.0,,2.19,1.44,,,,1.39,2.47,2.09,,,,,13.97,13.97,43.08,49.17,41.02,24.72,42.84,39.98,1011.5,955.0,963.0,890.0,880.0,921.11,-0.06,-0.56,-0.73,-0.8,-0.66,-0.63,-0.01,0.09,0.17,0.27,0.41,0.25
60:6:senamiesčio,29.04,21.17,16.14,36.29,36.57,29.8,19.08,14.82,20.62,14.92,13.98,15.93,16.58,13.84,18.03,10.89,5.65,11.08,,4.86,9.26,4.23,2.22,4.42,9.44,6.55,4.88,4.84,6.02,6.05,,,,4.64,5.65,5.35,,,6.97,5.85,3.24,4.71,4.61,3.37,1.0,2.02,0.46,1.69,1.22,2.74,0.8,1.01,0.28,0.98,6.03,11.65,13.15,1.81,3.52,6.43,7.42,3.83,2.09,2.02,1.48,2.64,,3.72,2.29,3.63,1.85,2.6,2.12,1.1,1.89,1.21,1.02,1.33,1.03,,0.2,,3.52,2.29,,,,5.24,3.52,4.03,,,,,14.54,14.54,48.21,48.1,41.61,21.67,47.79,42.37,2278.04,2081.02,2480.0,2340.0,2333.0,2314.41,-0.02,-0.42,-0.65,-0.75,-0.59,-0.54,-0.28,0.07,-0.06,0.01,0.29,0.09
52:3:ceikinių,12.56,19.87,16.4,22.3,26.04,21.19,6.48,8.71,5.82,12.84,4.14,7.64,58.4,35.07,29.63,29.73,28.99,33.18,,2.73,4.76,4.05,1.78,3.13,0.58,0.14,1.59,2.03,2.96,1.8,,,,2.7,10.06,6.76,,,3.7,3.38,3.55,3.52,8.34,2.75,1.59,6.08,0.59,3.29,0.03,0.78,0.53,0.68,0.0,0.39,6.94,12.09,23.28,0.68,1.18,6.95,3.76,0.85,3.17,4.73,0.0,2.24,,1.17,2.12,4.05,1.78,2.38,2.12,4.24,3.17,2.7,5.92,4.0,0.42,,0.53,,2.37,1.53,,,,2.7,1.18,1.86,,,,,10.65,10.65,58.38,62.72,47.36,40.76,47.28,49.26,279.31,265.11,416.0,368.0,368.0,349.86,-0.25,-0.59,-0.79,-0.69,-0.83,-0.69,0.07,0.27,0.19,0.52,0.6,0.41
52:4:didžiasalio,22.15,21.04,14.59,29.62,34.89,26.41,11.18,6.78,9.01,8.85,6.63,8.0,32.3,22.54,29.88,21.92,14.74,22.09,,1.63,3.28,1.15,0.98,1.62,1.81,3.52,3.75,3.46,4.18,3.6,,,,3.85,9.58,7.45,,,7.16,5.38,2.46,4.47,12.02,3.13,2.54,0.77,0.0,2.37,6.78,4.83,6.45,3.46,2.21,4.16,7.82,18.06,15.64,3.46,4.42,8.97,2.65,1.98,1.85,10.38,2.7,3.97,,0.53,1.33,1.92,0.98,1.18,0.84,4.14,1.62,1.92,2.7,2.4,1.68,,0.41,,8.6,5.07,,,,1.92,4.42,3.49,,,,,4.91,4.91,46.2,49.77,42.82,24.68,39.28,39.46,815.95,788.09,736.94,1082.0,1059.0,933.3,-0.18,-0.51,-0.66,-0.84,-0.78,-0.66,-0.05,0.2,0.15,0.24,0.42,0.25
52:14:linkmenų,11.04,17.5,12.05,18.21,28.29,19.65,15.97,13.7,19.74,16.15,16.57,16.47,45.67,27.29,26.92,23.02,14.0,23.59,,1.93,2.82,2.41,0.86,1.84,5.27,4.24,2.05,3.09,5.43,4.07,,,,4.47,8.29,6.63,,,6.15,4.12,1.71,3.53,8.43,2.42,3.59,0.34,0.0,1.88,0.46,0.05,0.51,0.69,0.0,0.31,4.62,10.8,13.33,2.06,2.57,5.81,2.8,3.42,3.08,9.97,0.57,4.01,,4.85,5.9,8.93,5.71,6.47,2.1,2.97,2.56,3.78,2.57,2.89,0.62,,0.26,,2.57,1.59,,,,1.03,2.57,1.9,,,,,10.86,10.86,61.85,69.05,55.16,43.29,53.14,54.48,486.53,438.37,736.0,700.0,685.0,637.8,-0.07,-0.44,-0.67,-0.66,-0.63,-0.56,-0.04,0.22,0.17,0.5,0.51,0.35
60:11:lakštingalų,29.16,25.23,20.57,29.45,32.9,28.53,22.7,18.65,23.22,21.46,15.85,19.26,17.99,11.04,16.55,10.05,6.95,10.93,,2.83,7.93,3.88,1.3,3.38,11.09,9.59,6.21,4.34,7.38,7.34,,,,6.85,7.6,7.37,,,8.16,3.2,3.26,4.42,4.3,4.04,0.69,1.14,0.43,1.54,0.29,1.4,0.34,0.68,0.11,0.47,3.53,7.04,8.05,0.23,2.61,3.94,5.02,5.02,1.49,5.02,0.11,2.46,,3.46,0.8,2.74,2.39,2.33,1.53,1.23,2.41,5.25,1.41,2.25,1.41,,0.11,,2.06,1.44,,,,5.25,2.61,3.42,,,,,15.64,15.64,58.8,58.65,53.44,27.72,58.61,52.3,2024.41,1972.31,1701.0,1598.0,1597.0,1715.87,0.02,-0.42,-0.66,-0.69,-0.54,-0.51,-0.29,-0.04,-0.21,0.0,0.33,0.06
60:12:lietavos,29.4,27.17,16.48,36.27,37.9,31.39,19.89,15.61,21.45,16.09,15.04,16.9,19.0,12.93,16.58,8.58,5.69,10.49,,3.8,9.12,4.29,2.31,4.26,9.16,6.22,4.46,3.43,5.69,5.51,,,,8.15,7.14,7.44,,,6.94,6.22,3.18,4.75,4.76,3.58,1.14,0.64,0.48,1.51,1.02,1.01,0.93,0.21,0.29,0.57,4.84,10.44,14.3,1.5,2.31,5.78,5.84,4.15,2.18,3.0,1.93,2.87,,2.13,2.18,2.36,2.31,2.26,2.25,1.55,1.55,2.58,1.35,1.71,1.54,,0.31,,2.51,1.8,,,,4.51,2.31,2.96,,,,,11.86,11.86,48.81,49.73,44.63,22.85,51.25,44.8,2135.85,2041.37,2236.0,2092.0,2076.0,2107.25,-0.03,-0.49,-0.66,-0.78,-0.61,-0.57,-0.26,-0.06,-0.06,-0.09,0.27,0.05
60:18:čičinų,28.34,21.59,19.29,34.34,35.47,29.47,11.81,11.32,12.22,12.65,10.67,11.5,20.67,20.19,18.33,11.45,8.53,13.83,,5.99,11.9,7.23,5.07,7.0,15.07,4.93,5.47,1.81,4.53,5.38,,,,3.61,9.33,7.64,,,7.4,7.83,2.93,5.11,7.59,3.65,1.29,1.81,0.8,2.19,0.58,1.09,0.0,0.0,0.0,0.23,5.31,10.01,13.83,1.2,2.4,5.75,5.89,2.6,4.82,4.22,0.0,2.57,,2.72,1.61,2.41,1.6,1.95,1.06,1.65,2.25,4.22,0.27,1.58,1.46,,0.0,,2.4,1.62,,,,7.23,2.4,3.82,,,,,16.0,16.0,45.06,44.0,40.36,19.58,44.1,39.44,1064.73,1044.04,783.0,858.0,864.0,896.62,-0.01,-0.51,-0.63,-0.75,-0.69,-0.59,-0.35,0.1,-0.11,-0.12,0.38,0.09
26:15:sšalkauskio,17.02,17.57,9.84,15.25,15.6,14.97,19.67,18.83,23.12,21.82,16.64,19.41,30.28,13.0,19.67,11.36,10.34,14.37,,2.16,2.16,7.03,1.38,2.91,8.8,10.26,9.23,5.98,10.17,9.05,,,,5.53,9.66,8.24,,,7.94,7.62,4.83,6.28,5.37,2.33,0.86,1.35,0.09,1.3,0.56,1.43,0.69,0.3,0.09,0.48,5.06,7.72,12.34,0.9,1.72,4.59,7.0,4.75,2.93,6.88,1.29,3.75,,6.32,3.45,6.28,4.48,4.99,2.46,2.59,2.33,2.24,1.9,2.2,1.61,,0.0,,2.16,1.51,,,,5.08,1.72,2.88,,,,,19.66,19.66,53.95,56.54,50.55,31.56,56.44,50.19,2486.61,2306.12,2445.0,2158.0,2105.0,2239.38,-0.01,-0.34,-0.52,-0.47,-0.36,-0.37,-0.12,0.12,-0.02,0.31,0.52,0.27
60:3:kregždutės,26.6,27.72,19.46,33.59,37.24,30.99,18.8,13.51,19.65,15.46,12.41,14.99,20.65,9.69,16.24,11.45,4.88,10.25,,4.98,9.23,2.48,2.48,4.23,9.79,6.66,5.44,5.15,5.91,6.19,,,,7.25,9.08,8.54,,,8.86,5.34,3.51,5.18,5.24,2.95,1.01,0.19,0.34,1.31,1.03,2.13,1.48,0.57,0.68,1.06,5.26,10.4,10.15,1.15,3.85,5.66,7.26,5.25,2.21,4.39,1.37,3.19,,2.83,2.12,2.86,1.97,2.31,2.15,1.84,0.92,2.67,1.46,1.69,1.14,,0.37,,3.08,2.1,,,,6.3,3.85,4.57,,,,,11.73,11.73,45.33,46.33,41.68,21.02,47.62,41.68,2489.01,2349.42,2685.0,2526.0,2503.0,2513.94,-0.02,-0.54,-0.63,-0.78,-0.63,-0.58,-0.25,-0.09,-0.15,-0.02,0.26,0.04
60:1:rimkų,28.61,23.82,17.42,31.61,35.91,29.29,16.7,13.58,17.85,17.06,11.69,14.45,19.92,10.77,17.08,8.53,5.12,10.12,,4.73,10.42,6.02,3.06,5.31,11.55,8.89,5.12,4.18,6.72,6.85,,,,5.69,7.26,6.79,,,7.6,4.68,3.28,4.6,4.09,3.01,0.94,1.0,0.15,1.29,1.18,1.86,1.28,1.67,0.69,1.2,4.62,10.38,12.81,1.34,2.52,5.6,6.55,5.53,2.13,6.52,1.83,3.76,,3.02,1.96,1.51,1.15,1.72,1.88,2.09,1.37,5.02,1.68,2.28,1.4,,0.26,,2.83,1.96,,,,3.34,2.52,2.77,,,,,16.12,16.12,45.75,50.33,39.96,21.11,46.33,41.59,2700.24,2571.74,3013.0,2899.0,2890.0,2840.32,-0.02,-0.45,-0.63,-0.73,-0.61,-0.55,-0.3,-0.03,-0.08,-0.07,0.27,0.05
60:23:panoterių,34.51,26.74,21.51,37.04,44.75,35.17,8.63,7.02,8.6,1.85,5.52,5.87,32.31,19.18,22.04,22.22,12.15,19.01,,3.43,12.37,7.41,4.97,6.75,5.31,1.02,3.23,1.85,0.55,1.83,,,,4.63,4.42,4.5,,,7.53,6.48,3.87,5.47,4.71,1.52,0.0,0.0,0.0,0.68,0.47,0.96,0.0,0.0,0.0,0.19,9.32,20.03,15.59,1.85,2.21,8.03,2.19,4.42,2.15,2.78,1.1,2.25,,2.92,2.15,3.7,4.42,3.54,0.06,2.45,1.08,4.63,2.76,2.53,0.96,,0.54,,0.55,0.61,,,,3.7,2.21,2.74,,,,,12.71,12.71,42.88,44.47,41.18,24.23,41.02,38.36,508.36,508.39,476.0,454.0,451.0,470.54,-0.23,-0.59,-0.72,-0.96,-0.9,-0.77,-0.2,0.02,-0.07,0.05,0.31,0.09
60:26:užusalių,19.62,17.3,12.48,28.7,22.46,20.82,16.4,14.83,19.09,16.74,14.76,16.07,26.34,17.14,20.2,12.83,9.84,14.82,,2.43,5.14,2.83,2.35,3.01,8.74,6.59,5.75,5.22,5.56,5.97,,,,5.65,7.17,6.69,,,7.71,5.65,4.6,5.59,6.24,3.27,0.86,1.52,0.53,1.69,0.03,0.75,0.86,0.87,0.11,0.47,10.74,15.08,18.6,1.96,4.06,8.49,6.79,4.8,1.22,2.83,1.18,2.53,,2.11,1.22,2.61,2.35,2.14,2.46,3.7,3.06,4.78,2.78,3.31,0.92,,0.24,,3.1,2.03,,,,5.0,4.06,4.36,,,,,19.14,19.14,41.56,41.49,40.87,22.32,45.15,39.29,2000.76,2033.97,2065.0,2070.0,2082.0,2062.35,-0.03,-0.32,-0.59,-0.69,-0.51,-0.49,-0.17,0.07,-0.03,0.06,0.47,0.19
60:20:juškonių,10.44,15.67,8.65,31.48,29.25,21.49,9.3,7.57,9.62,1.85,6.6,6.77,59.6,44.96,39.42,37.04,16.04,34.1,,1.67,4.81,1.85,0.0,1.64,4.34,1.7,0.96,3.7,0.94,2.0,,,,0.0,11.32,7.55,,,4.81,5.56,1.89,3.52,4.31,2.46,0.96,0.0,0.0,1.12,0.0,0.02,0.96,1.85,0.0,0.5,3.97,8.61,25.0,0.0,0.94,6.55,2.5,4.92,2.88,9.26,1.89,3.95,,0.06,0.0,1.85,1.89,1.17,2.47,4.12,0.96,1.85,1.89,2.16,1.22,,0.0,,2.83,1.78,,,,1.85,0.94,1.24,,,,,24.53,24.53,48.76,39.35,32.72,18.04,34.07,33.71,358.58,338.4,327.0,316.0,317.0,327.35,-0.19,-0.53,-0.72,-0.96,-0.86,-0.72,0.04,0.32,0.35,0.4,0.65,0.42
60:24:šilų,23.46,25.0,14.5,34.38,32.46,27.38,13.79,13.68,15.72,16.15,12.64,14.04,25.56,14.16,18.92,5.21,5.23,11.25,,3.48,6.14,8.33,2.18,4.3,7.41,5.91,5.9,2.6,6.54,5.8,,,,10.94,9.15,9.65,,,8.85,2.6,3.7,4.74,8.14,2.35,2.21,1.56,0.65,2.14,0.43,0.69,0.0,1.04,0.0,0.31,8.16,14.85,17.44,2.6,2.4,7.66,6.92,4.34,2.7,4.69,1.96,3.41,,2.13,1.72,1.56,2.18,1.97,3.51,3.03,1.23,4.69,1.09,2.23,0.46,,0.25,,1.96,1.27,,,,2.08,2.4,2.31,,,,,17.86,17.86,43.59,37.99,37.49,17.02,40.84,36.33,1083.34,1062.25,1123.0,1146.0,1146.0,1122.69,-0.06,-0.45,-0.57,-0.81,-0.58,-0.54,-0.2,-0.03,-0.09,-0.13,0.34,0.07
21:18:apuolės,14.05,13.5,7.5,14.29,15.07,13.28,26.15,28.85,36.4,29.57,24.47,28.32,26.75,12.96,14.63,8.97,5.85,11.0,,1.95,3.0,1.33,1.24,1.71,10.96,9.04,9.38,7.97,10.46,9.63,,,,5.65,8.69,7.69,,,8.82,8.31,5.67,7.06,3.91,4.17,1.69,0.66,0.53,1.62,0.03,0.03,0.19,0.0,0.18,0.11,1.34,4.92,5.25,0.66,1.95,2.66,6.68,7.62,1.69,3.32,2.48,3.67,,4.55,4.88,8.31,5.85,5.97,3.9,1.45,2.63,2.99,1.24,2.1,1.56,,0.0,,2.84,1.91,,,,6.31,1.95,3.39,,,,,13.48,13.48,56.45,56.65,51.51,30.5,58.26,51.33,1162.88,1169.09,1060.0,1000.0,975.0,1041.24,0.11,-0.19,-0.46,-0.37,-0.21,-0.25,-0.16,0.13,-0.07,0.29,0.45,0.22
60:13:baldininkų,25.59,22.72,15.68,33.33,31.79,26.99,18.42,16.34,21.36,14.71,12.53,15.73,20.93,12.67,16.36,15.69,6.26,12.17,,5.0,6.36,2.45,1.39,3.26,8.41,5.58,6.14,2.45,7.19,6.02,,,,6.86,8.35,7.89,,,6.82,5.39,2.78,4.41,6.12,2.65,0.68,1.47,0.0,1.36,0.24,0.64,0.23,0.98,0.23,0.43,6.24,12.16,14.55,1.47,4.18,7.14,7.43,7.6,2.5,5.88,0.93,3.75,,2.78,1.36,0.49,2.09,1.75,2.45,2.99,3.86,2.45,2.09,2.66,1.14,,0.23,,2.32,1.56,,,,5.39,4.18,4.56,,,,,17.87,17.87,44.01,49.04,45.81,22.29,46.55,42.36,1132.97,1101.42,991.0,942.0,943.0,994.52,-0.03,-0.44,-0.64,-0.8,-0.6,-0.56,-0.23,0.05,-0.1,0.03,0.34,0.11
